Reference,Date,Author
25947144,2015 Jul,"#Name Yan Ding #Affiliation Department of Immunology, Bengbu Medical College, and Anhui Key Laboratory of Infection and Immunity, Bengbu Medical College, Bengbu, Anhui, China Clinical Laboratory, The Second Affiliated Hospital of Southeast University, Nanjing, Jiangsu, China. #Name Fei Ma #Affiliation Department of Immunology, Bengbu Medical College, and Anhui Key Laboratory of Infection and Immunity, Bengbu Medical College, Bengbu, Anhui, China. #Name Zhaohua Wang #Affiliation The Infectious Disease Hospital of Bengbu City, Bengbu, Anhui, China. #Name Baiqing Li #Affiliation Department of Immunology, Bengbu Medical College, and Anhui Key Laboratory of Infection and Immunity, Bengbu Medical College, Bengbu, Anhui, China baiqingli@bbmc.edu.cn."
26040578,2015 Aug 07,"#Name Michael D Brasino #Affiliation Materials Science and Engineering Program, University of Colorado, Boulder, USA. #Name Jennifer N Cha"
25802296,2015 Jun,"#Name Aleksandr Sverzhinsky #Affiliation Department of Microbiology and Immunology, McGill University, Montreal, QC, Canada. #Name Jacqueline W Chung #Affiliation Department of Microbiology and Immunology, McGill University, Montreal, QC, Canada. #Name Justin C Deme #Affiliation Department of Microbiology and Immunology, McGill University, Montreal, QC, Canada. #Name Lucien Fabre #Affiliation Department of Anatomy and Cell Biology, McGill University, Montreal, QC, Canada. #Name Kristian T Levey #Affiliation Department of Microbiology and Immunology, McGill University, Montreal, QC, Canada. #Name Maria Plesa #Affiliation Department of Microbiology and Immunology, McGill University, Montreal, QC, Canada. #Name David M Carter #Affiliation Department of Microbiology and Immunology, McGill University, Montreal, QC, Canada. #Name Patrick Lypaczewski #Affiliation Department of Microbiology and Immunology, McGill University, Montreal, QC, Canada. #Name James W Coulton #Affiliation Department of Microbiology and Immunology, McGill University, Montreal, QC, Canada Microbiome and Disease Tolerance Centre, McGill University, Montreal, QC, Canada james.coulton@mcgill.ca."
25930968,2015 Sep,"#Name Carmen Burtea #Affiliation Department of General, Organic and Biomedical Chemistry, NMR and Molecular Imaging Laboratory, University of Mons, Avenue Maistriau 19, Mendeleev Building, B-7000, Mons, Belgium. #Name Sophie Laurent #Affiliation Department of General, Organic and Biomedical Chemistry, NMR and Molecular Imaging Laboratory, University of Mons, Avenue Maistriau 19, Mendeleev Building, B-7000, Mons, Belgium. #Name Deborah Crombez #Affiliation Department of General, Organic and Biomedical Chemistry, NMR and Molecular Imaging Laboratory, University of Mons, Avenue Maistriau 19, Mendeleev Building, B-7000, Mons, Belgium. #Name Sébastien Delcambre #Affiliation Department of General, Organic and Biomedical Chemistry, NMR and Molecular Imaging Laboratory, University of Mons, Avenue Maistriau 19, Mendeleev Building, B-7000, Mons, Belgium. #Name Corine Sermeus #Affiliation Department of General, Organic and Biomedical Chemistry, NMR and Molecular Imaging Laboratory, University of Mons, Avenue Maistriau 19, Mendeleev Building, B-7000, Mons, Belgium. #Name Isabelle Millard #Affiliation Center for Diabetes Research, Université Libre de Bruxelles, Route de Lennik 808, 1070, Brussels, Belgium. #Name Sandrine Rorive #Affiliation Department of Pathology, Erasme Hospital, Université Libre de Bruxelles, Route de Lennik 808, 1070, Brussels, Belgium. #Name Daisy Flamez #Affiliation Center for Diabetes Research, Université Libre de Bruxelles, Route de Lennik 808, 1070, Brussels, Belgium. #Name Marie-Claire Beckers #Affiliation Eurogentec S.A., Liège Science Park, Rue du Bois Saint-Jean 5, B-4102, Seraing, Belgium. #Name Isabelle Salmon #Affiliation Department of Pathology, Erasme Hospital, Université Libre de Bruxelles, Route de Lennik 808, 1070, Brussels, Belgium. #Name Luce Vander Elst #Affiliation Department of General, Organic and Biomedical Chemistry, NMR and Molecular Imaging Laboratory, University of Mons, Avenue Maistriau 19, Mendeleev Building, B-7000, Mons, Belgium. #Name Decio L Eizirik #Affiliation Center for Diabetes Research, Université Libre de Bruxelles, Route de Lennik 808, 1070, Brussels, Belgium. #Name Robert N Muller #Affiliation Department of General, Organic and Biomedical Chemistry, NMR and Molecular Imaging Laboratory, University of Mons, Avenue Maistriau 19, Mendeleev Building, B-7000, Mons, Belgium."
26013256,2015 Aug,"#Name Siqingaowa Suo #Affiliation Department of Preventive Veterinary Medicine, College of Veterinary Medicine, Northeast Agricultural University, 59 Mucai Street, Xiangfang District, Harbin, 150030, China, gaowa1128@sina.com. #Name Xue Wang #Name Dante Zarlenga #Name Ri-E Bu #Name Yudong Ren #Name Xiaofeng Ren"
25944054,2015 Nov,"#Name Joel Vega-Rodriguez #Affiliation The W. Harry Feinstone Department of Molecular Microbiology and Immunology, Bloomberg School of Public Health, Johns Hopkins University, Baltimore, MD, USA. #Name Davinia Perez-Barreto #Affiliation Departamento de Patología Animal, Producción Animal, Bromatología y Tecnología de los Alimentos Campus Universitario de Arucas - Facultad de Veterinaria, Universidad de Las Palmas de Gran Canarias, Gran Canarias, Spain. #Name Antonio Ruiz-Reyes #Affiliation Departamento de Patología Animal, Producción Animal, Bromatología y Tecnología de los Alimentos Campus Universitario de Arucas - Facultad de Veterinaria, Universidad de Las Palmas de Gran Canarias, Gran Canarias, Spain. #Name Marcelo Jacobs-Lorena #Affiliation The W. Harry Feinstone Department of Molecular Microbiology and Immunology, Bloomberg School of Public Health, Johns Hopkins University, Baltimore, MD, USA."
26140900,2015 Nov,"#Name Dan Zhang #Affiliation Department of Gastroenterology, The First Affiliated Hospital of Medical School, Xian Jiaotong University, Xi'an, 710061, China. zhangdan.124@stu.xjtu.edu.cn. #Name Huan Jia #Affiliation Department of General Surgery, The First Affiliated Hospital of Xi'an Medical University, Xi'an, 710077, Shaanxi, China. aerogle@stu.xjtu.edu.cn. #Name Yan Wang #Affiliation Institute for Biomedical Sciences of Pain, Tangdu Hospital, The Fourth Military Medical University, Xi'an, 710038, Shaanxi, China. wangxiaoyan2148@163.com. #Name Wei-Ming Li #Affiliation Department of General Surgery, The First Affiliated Hospital of Medical School, Xian Jiaotong University, Xi'an, 710061, Shaanxi, China. v84239141@hotmail.com. #Name Ying-Chun Hou #Affiliation College of Life Science, Shaanxi Normal University, Xi'an, 710119, Shaanxi, China. ychhou@snnu.edu.cn. #Name Shi-Wei Yin #Affiliation College of Chemistry and Chemical Engineering, Shaanxi Normal University, Xi'an, 710119, Shaanxi, China. yin_sw@snnu.edu.cn. #Name Thomas D Wang #Affiliation Division of Gastroenterology and Hepatology, Department of Medicine, School of Medicine, University of Michigan Ann Arbor, Ann Arbor, MI, 48109, USA. thomaswa@med.umich.edu. #Name Shui-Xiang He #Affiliation Department of Gastroenterology, The First Affiliated Hospital of Medical School, Xian Jiaotong University, Xi'an, 710061, China. hesx123@126.com. #Name Shao-Ying Lu #Affiliation Department of General Surgery, The First Affiliated Hospital of Medical School, Xian Jiaotong University, Xi'an, 710061, Shaanxi, China. robertlu@mail.xjtu.edu.cn."
26267086,2015 Aug,"#Name Greyciele R Almeida #Affiliation Departamento de Bioquímica e Biologia Molecular, Instituto de Ciências Biológicas, Universidade Federal de Goiás, Goiânia, GO, Brazil; Laboratório de Virologia Animal, Departamento de Microbiologia, Universidade Federal de Goiás, Goiânia, GO, Brazil. Electronic address: greyci_almeid@hotmail.com. #Name Luiz Ricardo Goulart #Affiliation Instituto de Genética e Bioquímica, Universidade Federal de Uberlândia, Uberlândia, MG, Brazil. Electronic address: lrgoulart@ufu.br. #Name Jair P Cunha-Junior #Affiliation Instituto de Ciências Biomédicas, Universidade Federal de Uberlândia, Uberlândia, MG, Brazil. Electronic address: jair.cunha.junior@gmail.com. #Name Luiz A M Bataus #Affiliation Departamento de Bioquímica e Biologia Molecular, Instituto de Ciências Biológicas, Universidade Federal de Goiás, Goiânia, GO, Brazil. Electronic address: bataus@ufg.br. #Name Greice Japolla #Affiliation Departamento de Bioquímica e Biologia Molecular, Instituto de Ciências Biológicas, Universidade Federal de Goiás, Goiânia, GO, Brazil; Laboratório de Virologia Animal, Departamento de Microbiologia, Universidade Federal de Goiás, Goiânia, GO, Brazil. Electronic address: gre_vet@hotmail.com. #Name Wilia M E D Brito #Affiliation Laboratório de Virologia Animal, Departamento de Microbiologia, Universidade Federal de Goiás, Goiânia, GO, Brazil. Electronic address: wilia@hotmail.com. #Name Ivan T N Campos #Affiliation Departamento de Bioquímica e Biologia Molecular, Instituto de Ciências Biológicas, Universidade Federal de Goiás, Goiânia, GO, Brazil. Electronic address: ivan@icb.ufg.br. #Name Cristina Ribeiro #Affiliation Departamento de Bioquímica e Biologia Molecular, Instituto de Ciências Biológicas, Universidade Federal de Goiás, Goiânia, GO, Brazil. Electronic address: cris.lino@gmail.com. #Name Guilherme R L Souza #Affiliation Departamento de Bioquímica e Biologia Molecular, Instituto de Ciências Biológicas, Universidade Federal de Goiás, Goiânia, GO, Brazil. Electronic address: grlino@gmail.com."
26177065,2016 May,"#Name Jeremy G Warren #Affiliation Department of Plant Pathology, University of California, Davis, 95616, CA, USA. #Name George W Kasun #Affiliation Department of Plant Pathology, University of California, Davis, 95616, CA, USA. #Name Takara Leonard #Affiliation Department of Plant Pathology, University of California, Davis, 95616, CA, USA. #Name Bruce C Kirkpatrick #Affiliation Department of Plant Pathology, University of California, Davis, 95616, CA, USA."
26312490,2015,"#Name Emília R Vaz #Affiliation Laboratory of Nanobiotechnology Institute of Genetics and Biochemistry, Federal University of Uberlândia, Uberlândia, Minas Gerais, Brazil. #Name Patrícia T Fujimura #Affiliation Laboratory of Nanobiotechnology Institute of Genetics and Biochemistry, Federal University of Uberlândia, Uberlândia, Minas Gerais, Brazil. #Name Galber R Araujo #Affiliation Laboratory of Nanobiotechnology Institute of Genetics and Biochemistry, Federal University of Uberlândia, Uberlândia, Minas Gerais, Brazil. #Name Carlos A T da Silva #Affiliation Laboratory of Nanobiotechnology Institute of Genetics and Biochemistry, Federal University of Uberlândia, Uberlândia, Minas Gerais, Brazil. #Name Rangel L Silva #Affiliation Department of Pharmacology, School of Medicine of Ribeirão Preto, University of São Paulo, Ribeirão Preto, São Paulo, Brazil. #Name Thiago M Cunha #Affiliation Department of Pharmacology, School of Medicine of Ribeirão Preto, University of São Paulo, Ribeirão Preto, São Paulo, Brazil. #Name Mônica Lopes-Ferreira #Affiliation Immunoregulation Unit, Special Laboratory of Applied Toxicology (CEPID/FAPESP), Butantan Institute, São Paulo, São Paulo State, Brazil. #Name Carla Lima #Affiliation Immunoregulation Unit, Special Laboratory of Applied Toxicology (CEPID/FAPESP), Butantan Institute, São Paulo, São Paulo State, Brazil. #Name Márcio J Ferreira #Affiliation Immunoregulation Unit, Special Laboratory of Applied Toxicology (CEPID/FAPESP), Butantan Institute, São Paulo, São Paulo State, Brazil. #Name Jair P Cunha-Junior #Affiliation Laboratory of Immunotechnology and Immunochemistry, Institute of Biomedical Sciences, Federal University of Uberlândia, Uberlândia, Minas Gerais, Brazil. #Name Ernesto A Taketomi #Affiliation Laboratory of Immunotechnology and Immunochemistry, Institute of Biomedical Sciences, Federal University of Uberlândia, Uberlândia, Minas Gerais, Brazil. #Name Luiz R Goulart #Affiliation Laboratory of Nanobiotechnology Institute of Genetics and Biochemistry, Federal University of Uberlândia, Uberlândia, Minas Gerais, Brazil; Department of Medical Microbiology and Immunology, University of California Davis, Davis, CA, United States of America. #Name Carlos Ueira-Vieira #Affiliation Laboratory of Nanobiotechnology Institute of Genetics and Biochemistry, Federal University of Uberlândia, Uberlândia, Minas Gerais, Brazil."
26135599,2015,"#Name Chung-Tao Tang #Affiliation Graduate Institute of Life Sciences, National Defense Medical Center, Taipei, Taiwan; Institute of Cellular and Organismic Biology, Academia Sinica, Taipei, Taiwan. #Name Pi-Chun Li #Affiliation Institute of Cellular and Organismic Biology, Academia Sinica, Taipei, Taiwan. #Name I-Ju Liu #Affiliation Institute of Cellular and Organismic Biology, Academia Sinica, Taipei, Taiwan. #Name Mei-Ying Liao #Affiliation Institute of Cellular and Organismic Biology, Academia Sinica, Taipei, Taiwan. #Name Chiung-Yi Chiu #Affiliation Institute of Cellular and Organismic Biology, Academia Sinica, Taipei, Taiwan. #Name Day-Yu Chao #Affiliation Graduate Institute of Microbiology and Public Health, College of Veterinary Medicine, National Chung Hsing University, Taichung, Taiwan. #Name Han-Chung Wu #Affiliation Graduate Institute of Life Sciences, National Defense Medical Center, Taipei, Taiwan; Institute of Cellular and Organismic Biology, Academia Sinica, Taipei, Taiwan."
26248692,2015 Oct,"#Name M-F Chew #Affiliation Virus-Host Interaction Group, Infectious Disease Laboratory (MR3), Jeffrey Cheah School of Medicine and Health Sciences, Monash University Malaysia, Selangor, Malaysia. #Name H-W Tham #Affiliation Virus-Host Interaction Group, Infectious Disease Laboratory (MR3), Jeffrey Cheah School of Medicine and Health Sciences, Monash University Malaysia, Selangor, Malaysia. #Name M Rajik #Affiliation Synamatix Sdn. Bhd., Chemistry Lab 4, Enterprise 2, Technology Park Malaysia, Kuala Lumpur, Malaysia. #Name S H Sharifah #Affiliation Virus-Host Interaction Group, Infectious Disease Laboratory (MR3), Jeffrey Cheah School of Medicine and Health Sciences, Monash University Malaysia, Selangor, Malaysia."
25699101,2015,"#Name Chih-Hung Wang #Affiliation 1. Department of Power Mechanical Engineering, National Tsing Hua University, Hsinchu, Taiwan. #Name Chen-Hsun Weng #Affiliation 1. Department of Power Mechanical Engineering, National Tsing Hua University, Hsinchu, Taiwan. #Name Yu-Jui Che #Affiliation 1. Department of Power Mechanical Engineering, National Tsing Hua University, Hsinchu, Taiwan. #Name Kuan Wang #Affiliation 4. Nanomedicine Program and Institute of Biological Chemistry, Academia Sinica, Taipei, Taiwan. #Name Gwo-Bin Lee #Affiliation 1. Department of Power Mechanical Engineering, National Tsing Hua University, Hsinchu, Taiwan ; 2. Institute of Biomedical Engineering, National Tsing Hua University, Hsinchu, Taiwan ; 3. Institute of NanoEngineering and Microsystems, National Tsing Hua University, Hsinchu, Taiwan."
26216124,2015 Aug 24,"#Name Sung-Jae Cha #Affiliation W. Harry Feinstone Department of Molecular Microbiology and Immunology and Johns Hopkins Malaria Research Institute, Bloomberg School of Public Health; and Department of Neurology, Johns Hopkins School of Medicine, Johns Hopkins University, Baltimore, MD 21205 W. Harry Feinstone Department of Molecular Microbiology and Immunology and Johns Hopkins Malaria Research Institute, Bloomberg School of Public Health; and Department of Neurology, Johns Hopkins School of Medicine, Johns Hopkins University, Baltimore, MD 21205. #Name Kiwon Park #Affiliation W. Harry Feinstone Department of Molecular Microbiology and Immunology and Johns Hopkins Malaria Research Institute, Bloomberg School of Public Health; and Department of Neurology, Johns Hopkins School of Medicine, Johns Hopkins University, Baltimore, MD 21205 W. Harry Feinstone Department of Molecular Microbiology and Immunology and Johns Hopkins Malaria Research Institute, Bloomberg School of Public Health; and Department of Neurology, Johns Hopkins School of Medicine, Johns Hopkins University, Baltimore, MD 21205. #Name Prakash Srinivasan #Affiliation Laboratory of Malaria and Vector Research, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Rockville, MD 20852. #Name Christian W Schindler #Affiliation Department of Microbiology and Immunology and Department of Medicine, Columbia University, New York, NY 10032 Department of Microbiology and Immunology and Department of Medicine, Columbia University, New York, NY 10032. #Name Nico van Rooijen #Affiliation Department of Molecular Cell Biology and Immunology, VUmc, 1081 BT Amsterdam, Netherlands. #Name Monique Stins #Affiliation W. Harry Feinstone Department of Molecular Microbiology and Immunology and Johns Hopkins Malaria Research Institute, Bloomberg School of Public Health; and Department of Neurology, Johns Hopkins School of Medicine, Johns Hopkins University, Baltimore, MD 21205. #Name Marcelo Jacobs-Lorena #Affiliation W. Harry Feinstone Department of Molecular Microbiology and Immunology and Johns Hopkins Malaria Research Institute, Bloomberg School of Public Health; and Department of Neurology, Johns Hopkins School of Medicine, Johns Hopkins University, Baltimore, MD 21205 W. Harry Feinstone Department of Molecular Microbiology and Immunology and Johns Hopkins Malaria Research Institute, Bloomberg School of Public Health; and Department of Neurology, Johns Hopkins School of Medicine, Johns Hopkins University, Baltimore, MD 21205 mlorena@jhsph.edu."
26346061,2015 Sep 30,"#Name Ting Yang #Affiliation Research Center for Analytical Sciences, Northeastern University , Box 332, Shenyang 110819, China. #Name Xiao-Yu Zhang #Affiliation Research Center for Analytical Sciences, Northeastern University , Box 332, Shenyang 110819, China. #Name Xiao-Xiao Zhang #Affiliation Research Center for Analytical Sciences, Northeastern University , Box 332, Shenyang 110819, China. #Name Ming-Li Chen #Affiliation Research Center for Analytical Sciences, Northeastern University , Box 332, Shenyang 110819, China. #Name Jian-Hua Wang #Affiliation Research Center for Analytical Sciences, Northeastern University , Box 332, Shenyang 110819, China."
26181290,2015 Jul 16,"#Name Juan Zhou #Affiliation Division of Gastroenterology, Department of Medicine, University of Michigan, Ann Arbor, Michigan, USA. #Name Bishnu P Joshi #Affiliation Division of Gastroenterology, Department of Medicine, University of Michigan, Ann Arbor, Michigan, USA. #Name Xiyu Duan #Affiliation Department of Biomedical Engineering, University of Michigan, Ann Arbor, Michigan, USA. #Name Asha Pant #Affiliation Division of Gastroenterology, Department of Medicine, University of Michigan, Ann Arbor, Michigan, USA. #Name Zhen Qiu #Affiliation Division of Gastroenterology, Department of Medicine, University of Michigan, Ann Arbor, Michigan, USA. #Name Rork Kuick #Affiliation Cancer Center, University of Michigan, Ann Arbor, Michigan, USA. #Name Scott R Owens #Affiliation Department of Pathology, University of Michigan, Ann Arbor, Michigan, USA. #Name Thomas D Wang #Affiliation 1] Division of Gastroenterology, Department of Medicine, University of Michigan, Ann Arbor, Michigan, USA [2] Department of Biomedical Engineering, University of Michigan, Ann Arbor, Michigan, USA [3] Department of Mechanical Engineering, University of Michigan, Ann Arbor, Michigan, USA."
26417591,2015,"#Name Luiz Carlos de Oliveira-Júnior #Affiliation Laboratório de Genética, Instituto de Genética e Bioquímica, Universidade Federal de Uberlândia, Rua Acre s/n, Bloco 2E sala 230, Campus Umuarama, 38400-902 Uberlândia, MG, Brazil ; Faculdade de Medicina, Universidade Federal de Uberlândia, Avenida Para 1720, Bloco 2U sala 23, Campus Umuarama, 38400-902 Uberlândia, MG, Brazil. #Name Fabiana de Almeida Araújo Santos #Affiliation Laboratório de Nanobiotecnologia, Instituto de Genética e Bioquímica, Universidade Federal de Uberlândia, Rua Acre s/n, Bloco 2E sala 230, Campus Umuarama, 38400-902 Uberlândia, MG, Brazil. #Name Luiz Ricardo Goulart #Affiliation Laboratório de Nanobiotecnologia, Instituto de Genética e Bioquímica, Universidade Federal de Uberlândia, Rua Acre s/n, Bloco 2E sala 230, Campus Umuarama, 38400-902 Uberlândia, MG, Brazil. #Name Carlos Ueira-Vieira #Affiliation Laboratório de Genética, Instituto de Genética e Bioquímica, Universidade Federal de Uberlândia, Rua Acre s/n, Bloco 2E sala 230, Campus Umuarama, 38400-902 Uberlândia, MG, Brazil."
26289074,2015 Aug 20,"#Name Xuexia Wen #Affiliation Animal Influenza Laboratory of the Ministry of Agriculture and State Key Laboratory of Veterinary Biotechnology, Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Harbin, People's Republic of China. wenxuexia0420@163.com. #Name Jiashan Sun #Affiliation Animal Influenza Laboratory of the Ministry of Agriculture and State Key Laboratory of Veterinary Biotechnology, Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Harbin, People's Republic of China. conansun6812@163.com. #Name Xiurong Wang #Affiliation Animal Influenza Laboratory of the Ministry of Agriculture and State Key Laboratory of Veterinary Biotechnology, Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Harbin, People's Republic of China. wxr@hvri.ac.cn. #Name Hongmei Bao #Affiliation Animal Influenza Laboratory of the Ministry of Agriculture and State Key Laboratory of Veterinary Biotechnology, Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Harbin, People's Republic of China. 772152723@qq.com. #Name Yuhui Zhao #Affiliation Animal Influenza Laboratory of the Ministry of Agriculture and State Key Laboratory of Veterinary Biotechnology, Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Harbin, People's Republic of China. 859829800@qq.com. #Name Xianying Zeng #Affiliation Animal Influenza Laboratory of the Ministry of Agriculture and State Key Laboratory of Veterinary Biotechnology, Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Harbin, People's Republic of China. 395457707@qq.com. #Name Xiaolong Xu #Affiliation Animal Influenza Laboratory of the Ministry of Agriculture and State Key Laboratory of Veterinary Biotechnology, Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Harbin, People's Republic of China. 781198447@qq.com. #Name Yong Ma #Affiliation Animal Influenza Laboratory of the Ministry of Agriculture and State Key Laboratory of Veterinary Biotechnology, Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Harbin, People's Republic of China. mayong135166@163.com. #Name Linlin Gu #Affiliation Animal Influenza Laboratory of the Ministry of Agriculture and State Key Laboratory of Veterinary Biotechnology, Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Harbin, People's Republic of China. 18854801560@163.com. #Name Hualan Chen #Affiliation Animal Influenza Laboratory of the Ministry of Agriculture and State Key Laboratory of Veterinary Biotechnology, Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Harbin, People's Republic of China. chenhualan@caas.cn."
26405107,2016 Jan,"#Name Robert K Yu #Affiliation Department of Neuroscience and Regenerative Medicine, Medical College of Georgia, Georgia Regents University, Augusta, GA 30912, USA Charlie Norwood VA Medical Center, Augusta, GA 30904, USA ryu@gru.edu. #Name Seigo Usuki #Affiliation Department of Neuroscience and Regenerative Medicine, Medical College of Georgia, Georgia Regents University, Augusta, GA 30912, USA Charlie Norwood VA Medical Center, Augusta, GA 30904, USA. #Name Yutaka Itokazu #Affiliation Department of Neuroscience and Regenerative Medicine, Medical College of Georgia, Georgia Regents University, Augusta, GA 30912, USA Charlie Norwood VA Medical Center, Augusta, GA 30904, USA. #Name Han-Chung Wu #Affiliation Institute of Cellular and Organismic Biology, Academia Sinica, Nankang, Taipei 115, Taiwan."
26081347,2015 Aug,"#Name Chen Yang #Affiliation Cancer Research Institute, University of South China, Hengyang, Hunan 421001, P.R. China. #Name Xiaojuan He #Affiliation Cancer Research Institute, University of South China, Hengyang, Hunan 421001, P.R. China. #Name Xiaomin Liu #Affiliation Cancer Research Institute, University of South China, Hengyang, Hunan 421001, P.R. China. #Name Zheng Tang #Affiliation First Affiliated Hospital, University of South China, Hengyang, Hunan 421001, P.R. China. #Name Xiaoqiu Liang #Affiliation Cancer Research Institute, University of South China, Hengyang, Hunan 421001, P.R. China."
26164011,2015 Dec 15,"#Name Germana Lentini #Affiliation Department of Biological and Environmental Sciences, University of Messina, Viale Ferdinando Stagno d'Alcontres 31, 98158 Messina, Italy. #Name Enza Fazio #Affiliation Department of Physics and Earth Sciences, University of Messina, Viale Ferdinando Stagno d'Alcontres 31, 98158 Messina, Italy. #Name Federica Calabrese #Affiliation Department of Biological and Environmental Sciences, University of Messina, Viale Ferdinando Stagno d'Alcontres 31, 98158 Messina, Italy. #Name Laura M De Plano #Affiliation Department of Biological and Environmental Sciences, University of Messina, Viale Ferdinando Stagno d'Alcontres 31, 98158 Messina, Italy. #Name Maria Puliafico #Affiliation Department of Biological and Environmental Sciences, University of Messina, Viale Ferdinando Stagno d'Alcontres 31, 98158 Messina, Italy. #Name Domenico Franco #Affiliation Department of Biological and Environmental Sciences, University of Messina, Viale Ferdinando Stagno d'Alcontres 31, 98158 Messina, Italy. #Name Marco S Nicolò #Affiliation Department of Biological and Environmental Sciences, University of Messina, Viale Ferdinando Stagno d'Alcontres 31, 98158 Messina, Italy. #Name Santina Carnazza #Affiliation Department of Biological and Environmental Sciences, University of Messina, Viale Ferdinando Stagno d'Alcontres 31, 98158 Messina, Italy. #Name Sebastiano Trusso #Affiliation CNR-IPCF Institute for Chemical-Physical Processes, Viale Ferdinando Stagno d'Alcontres 37, 98158 Messina, Italy. #Name Alessandro Allegra #Affiliation Department of General Surgery, Oncology and Pathological Anatomy, University of Messina, Via Consolare Valeria, 1, 98125 Messina, Italy. Electronic address: aallegra@unime.it. #Name Fortunato Neri #Affiliation Department of Physics and Earth Sciences, University of Messina, Viale Ferdinando Stagno d'Alcontres 31, 98158 Messina, Italy. #Name Caterina Musolino #Affiliation Department of General Surgery, Oncology and Pathological Anatomy, University of Messina, Via Consolare Valeria, 1, 98125 Messina, Italy. #Name Salvatore P P Guglielmino #Affiliation Department of Biological and Environmental Sciences, University of Messina, Viale Ferdinando Stagno d'Alcontres 31, 98158 Messina, Italy."
26292945,2015 Oct,"#Name Liyan Cao #Affiliation College of Veterinary Medicine, Northeast Agricultural University, 59 Mucai Street, Xiangfang District, Harbin, 150030, China. #Name Xuying Ge #Affiliation College of Veterinary Medicine, Northeast Agricultural University, 59 Mucai Street, Xiangfang District, Harbin, 150030, China. #Name Yu Gao #Affiliation College of Veterinary Medicine, Northeast Agricultural University, 59 Mucai Street, Xiangfang District, Harbin, 150030, China. #Name Dante S Zarlenga #Affiliation Animal Parasitic Diseases Laboratory, Agricultural Research Service, Beltsville, MD, 20705, USA. #Name Kexiong Wang #Affiliation Harbin National Engineering Research Center of Veterinary Biologics Co., Ltd., 789 Chuangxin Street, Songbei District, Harbin, 150001, China. #Name Xunliang Li #Affiliation College of Veterinary Medicine, Northeast Agricultural University, 59 Mucai Street, Xiangfang District, Harbin, 150030, China. #Name Zhaoheng Qin #Affiliation College of Veterinary Medicine, Northeast Agricultural University, 59 Mucai Street, Xiangfang District, Harbin, 150030, China. #Name Xiangping Yin #Affiliation State Key Laboratory of Veterinary Etiological Biology, Key Laboratory of Epizootic Disease of Grazing Animal of Ministry of Agriculture, Lanzhou Veterinary Research Institute, 11 Yanchang Street, Chengguan District, Lanzhou, 730046, China. #Name Jisheng Liu #Affiliation State Key Laboratory of Veterinary Etiological Biology, Key Laboratory of Epizootic Disease of Grazing Animal of Ministry of Agriculture, Lanzhou Veterinary Research Institute, 11 Yanchang Street, Chengguan District, Lanzhou, 730046, China. #Name Xiaofeng Ren #Affiliation College of Veterinary Medicine, Northeast Agricultural University, 59 Mucai Street, Xiangfang District, Harbin, 150030, China. #Name Guangxin Li #Affiliation College of Veterinary Medicine, Northeast Agricultural University, 59 Mucai Street, Xiangfang District, Harbin, 150030, China. ligx@neau.edu.cn."
